date,runtype,distance,duration,pace,elevation,calories,hr,eventtype
2024-01-05,running,6.32,2374.74,6.29,55.88,385.0,123.0,uncategorized
2024-01-08,running,6.76,2328.0,5.83,103.44,495.0,145.0,uncategorized
2024-01-09,running,5.23,1639.0,5.27,50.34,371.0,148.0,uncategorized
2024-01-10,running,7.36,2640.26,6.01,111.05,571.0,154.0,uncategorized
2024-01-11,running,5.23,1731.29,5.57,48.03,355.0,141.0,transportation
2024-01-13,trail_running,7.01,2383.67,5.71,106.01,480.0,148.0,uncategorized
2024-01-14,running,5.83,1998.29,5.72,81.18,412.0,150.0,uncategorized
2024-01-15,trail_running,7.29,2476.29,5.7,97.4,506.0,148.0,uncategorized
2024-01-16,running,8.26,2924.14,5.92,120.17,590.0,145.0,uncategorized
2024-01-18,running,4.45,1606.0,6.06,90.5,357.0,152.0,uncategorized
2024-01-18,running,5.01,1628.9,5.44,43.4,333.0,137.0,uncategorized
2024-01-19,running,5.02,1654.56,5.53,53.22,338.0,138.0,uncategorized
2024-01-21,trail_running,8.04,2708.73,5.65,144.13,533.0,147.0,uncategorized
2024-01-22,trail_running,9.01,3088.88,5.73,143.44,637.0,147.0,uncategorized
2024-01-23,trail_running,8.68,3240.28,6.28,159.57,638.0,149.0,uncategorized
2024-01-23,running,5.06,1682.76,5.63,53.54,333.0,136.0,transportation
2024-01-24,trail_running,5.11,1795.0,5.92,108.81,349.0,136.0,uncategorized
2024-01-25,running,3.6,1192.82,5.57,70.53,264.0,141.0,uncategorized
2024-01-25,running,5.06,1697.21,5.6,55.69,320.0,134.0,uncategorized
2024-01-28,trail_running,16.77,5638.95,5.67,199.02,1136.0,148.0,uncategorized
2024-01-30,running,7.0,2488.44,5.98,108.4,513.0,142.0,uncategorized
2024-01-31,trail_running,10.06,3485.55,5.81,177.54,711.0,147.0,uncategorized
2024-01-31,running,5.21,1631.01,5.3,51.37,324.0,129.0,uncategorized
2024-02-01,running,5.16,1751.54,5.71,49.52,318.0,128.0,uncategorized
2024-02-03,trail_running,10.51,3753.58,6.09,283.06,795.0,151.0,uncategorized
2024-02-04,trail_running,14.44,5539.27,6.88,296.8,1077.0,138.0,uncategorized
2024-02-06,trail_running,10.1,3421.29,5.69,185.61,653.0,139.0,uncategorized
2024-02-07,trail_running,10.1,3520.68,5.85,195.12,682.0,140.0,uncategorized
2024-02-07,running,5.08,1659.85,5.5,56.32,321.0,133.0,uncategorized
2024-02-08,running,5.0,1764.56,5.91,54.22,323.0,127.0,uncategorized
2024-02-09,trail_running,10.08,3556.95,5.93,159.44,615.0,135.0,uncategorized
2024-02-11,running,5.01,2072.69,6.95,6.57,385.0,135.0,race
2024-02-12,running,11.12,3296.86,4.99,26.89,768.0,141.0,uncategorized
2024-02-13,running,11.12,3254.26,4.9,33.46,737.0,134.0,uncategorized
2024-02-15,running,10.87,3167.38,4.88,22.44,700.0,138.0,uncategorized
2024-02-16,running,11.16,3179.7,4.76,24.25,730.0,143.0,uncategorized
2024-02-18,running,6.02,1960.98,5.46,67.24,371.0,137.0,uncategorized
2024-02-19,trail_running,10.07,3323.12,5.53,158.96,626.0,140.0,uncategorized
2024-02-20,trail_running,10.01,3568.76,5.99,183.8,638.0,140.0,uncategorized
2024-02-21,trail_running,10.15,3400.92,5.61,191.45,622.0,142.0,uncategorized
2024-02-24,trail_running,20.68,6701.57,5.41,220.11,1526.0,156.0,race
2024-02-25,trail_running,7.96,3010.31,6.74,248.45,681.0,145.0,uncategorized
2024-02-26,trail_running,11.67,4357.3,6.27,267.71,787.0,137.0,uncategorized
2024-02-28,trail_running,19.2,6871.27,6.01,394.7,1413.0,145.0,uncategorized
2024-03-01,trail_running,18.65,6746.52,6.07,351.84,1344.0,144.0,uncategorized
2024-03-03,trail_running,23.18,7883.51,5.69,402.14,1484.0,143.0,training
2024-03-05,trail_running,19.59,6827.79,5.84,394.63,1450.0,143.0,uncategorized
2024-03-07,trail_running,19.57,6719.02,5.75,400.72,1467.0,149.0,uncategorized
2024-03-09,trail_running,32.96,11743.63,5.97,403.04,2174.0,144.0,uncategorized
2024-03-10,running,6.5,2687.63,6.92,88.12,374.0,125.0,uncategorized
2024-03-13,trail_running,5.17,1800.3,5.83,59.64,328.0,139.0,uncategorized
2024-03-16,ultra_run,82.0,35720.03,7.83,1294.73,5969.0,136.0,race
2024-03-22,running,5.15,2343.91,7.76,15.49,348.0,107.0,uncategorized
2024-03-24,running,5.45,2666.83,8.46,114.57,369.0,116.0,uncategorized
2024-03-26,running,6.27,2319.53,6.21,61.13,412.0,134.0,uncategorized
2024-03-29,running,6.09,2248.61,6.17,80.04,417.0,140.0,uncategorized
2024-03-30,running,6.01,2155.23,6.04,76.0,383.0,139.0,uncategorized
2024-04-02,running,9.05,2906.79,5.37,134.8,589.0,143.0,uncategorized
2024-04-03,trail_running,9.62,3048.69,5.32,172.73,613.0,146.0,uncategorized
2024-04-05,trail_running,10.12,3179.95,5.29,108.58,626.0,148.0,uncategorized
2024-04-07,running,21.21,6601.03,5.19,332.07,1623.0,161.0,race
2024-04-09,running,9.01,3002.28,5.58,158.02,625.0,148.0,uncategorized
2024-04-11,running,9.04,3162.18,5.85,137.24,661.0,152.0,uncategorized
2024-04-12,trail_running,10.01,3473.23,5.82,129.14,692.0,147.0,uncategorized
2024-04-14,trail_running,10.06,3387.18,5.63,140.45,650.0,140.0,uncategorized
2024-04-15,trail_running,10.28,3272.04,5.33,161.29,646.0,142.0,uncategorized
2024-04-18,trail_running,10.01,3392.63,5.69,151.77,661.0,144.0,uncategorized
2024-04-19,trail_running,10.0,3443.13,5.78,144.91,665.0,143.0,uncategorized
2024-04-21,running,10.1,3240.3,5.36,66.18,668.0,132.0,uncategorized
2024-04-22,running,11.25,3110.46,4.64,26.13,728.0,144.0,uncategorized
2024-04-23,running,11.37,3485.45,5.14,31.42,751.0,136.0,uncategorized
2024-04-25,running,11.31,3089.0,4.57,23.29,770.0,155.0,uncategorized
2024-04-26,running,8.01,2286.75,4.8,14.04,538.0,149.0,uncategorized
2024-04-30,trail_running,10.4,3574.69,5.81,206.08,684.0,146.0,uncategorized
2024-04-30,trail_running,10.28,3296.52,5.39,130.26,634.0,143.0,uncategorized
2024-05-01,trail_running,11.16,3820.4,5.77,187.13,746.0,147.0,uncategorized
2024-05-03,trail_running,10.39,3687.22,5.95,230.39,673.0,141.0,uncategorized
2024-05-05,trail_running,10.39,3565.59,5.75,210.62,705.0,145.0,uncategorized
2024-05-09,trail_running,11.64,3807.77,5.49,210.72,776.0,151.0,uncategorized
2024-05-10,running,9.36,2854.88,5.12,121.04,636.0,152.0,uncategorized
2024-05-12,running,42.46,14692.16,5.81,399.48,3224.0,148.0,race
2024-05-14,trail_running,10.22,3484.45,5.71,161.58,668.0,140.0,uncategorized
2024-05-15,running,5.2,1829.55,5.88,56.48,344.0,132.0,uncategorized
2024-05-18,trail_running,17.7,6286.08,5.96,325.78,1288.0,149.0,uncategorized
2024-05-19,trail_running,18.88,6452.06,5.72,214.82,1297.0,152.0,uncategorized
2024-05-21,trail_running,20.74,7166.99,5.79,396.11,1492.0,145.0,uncategorized
2024-05-22,running,4.7,1464.38,5.27,39.67,313.0,142.0,uncategorized
2024-05-23,trail_running,15.29,5187.35,5.72,319.34,1004.0,142.0,uncategorized
2024-05-24,running,4.38,1434.58,5.51,39.85,299.0,151.0,uncategorized
2024-05-27,running,8.11,2515.57,5.19,12.45,577.0,150.0,uncategorized
2024-05-28,running,11.36,3629.67,5.36,25.99,790.0,142.0,uncategorized
2024-05-29,running,10.82,3280.88,5.08,20.48,737.0,146.0,uncategorized
2024-05-31,running,10.7,3403.76,5.31,23.94,764.0,147.0,uncategorized
2024-06-02,trail_running,22.65,9193.16,7.33,522.3,1709.0,140.0,uncategorized
2024-06-04,trail_running,15.55,5475.9,5.9,335.34,1002.0,142.0,uncategorized
2024-06-05,running,4.6,1483.7,5.41,44.55,276.0,130.0,uncategorized
2024-06-10,running,5.13,1775.92,5.87,98.2,378.0,145.0,uncategorized
2024-06-12,trail_running,5.85,1985.41,5.71,77.69,352.0,142.0,uncategorized
2024-06-15,ultra_run,82.44,42643.32,10.53,3525.44,7093.0,133.0,race
2024-06-23,running,6.23,2136.33,5.76,14.4,445.0,136.0,uncategorized
2024-06-24,running,5.61,2346.0,7.05,15.34,416.0,138.0,uncategorized
2024-06-28,running,5.78,2404.0,6.97,10.33,385.0,119.0,uncategorized
2024-07-01,running,5.44,2270.95,7.03,8.88,359.0,116.0,uncategorized
2024-07-02,running,5.61,1951.0,5.89,13.88,390.0,141.0,uncategorized
2024-07-04,running,5.74,1866.0,5.46,11.31,407.0,149.0,uncategorized
2024-07-08,running,7.03,2754.41,6.56,130.3,486.0,131.0,uncategorized
2024-07-11,trail_running,8.05,2831.68,6.08,130.19,544.0,134.0,uncategorized
2024-07-14,running,7.63,2841.98,6.28,136.56,543.0,128.0,uncategorized
2024-07-21,running,6.08,2193.22,6.05,72.31,468.0,150.0,uncategorized
2024-07-23,trail_running,6.49,2061.16,5.34,69.37,460.0,154.0,uncategorized
2024-07-24,trail_running,9.48,3134.9,5.57,136.11,622.0,146.0,uncategorized
2024-07-25,running,4.49,1408.35,5.26,55.16,286.0,143.0,uncategorized
2024-07-27,trail_running,7.16,2309.87,5.42,93.55,495.0,148.0,uncategorized
2024-07-29,trail_running,10.34,3451.98,5.61,158.09,721.0,153.0,uncategorized
2024-07-30,running,4.38,1517.85,5.84,37.77,273.0,135.0,uncategorized
2024-07-31,trail_running,10.0,3441.64,5.76,132.05,717.0,151.0,uncategorized
2024-08-01,running,4.43,1475.71,5.61,37.14,279.0,138.0,uncategorized
2024-08-04,trail_running,7.71,2613.68,5.71,115.44,509.0,145.0,uncategorized
2024-08-05,trail_running,9.52,3324.99,5.88,134.55,615.0,142.0,uncategorized
2024-08-06,running,4.57,1521.0,5.59,39.05,263.0,132.0,uncategorized
2024-08-07,trail_running,9.71,3166.62,5.48,142.67,651.0,148.0,uncategorized
2024-08-08,running,4.45,1432.0,5.44,39.08,274.0,134.0,uncategorized
2024-08-13,running,10.42,3644.17,5.85,23.52,747.0,144.0,uncategorized
2024-08-14,running,9.2,3211.11,5.89,27.73,637.0,135.0,uncategorized
2024-08-16,running,5.95,1937.0,5.48,17.73,401.0,138.0,uncategorized
2024-08-19,trail_running,10.55,3579.53,5.73,185.26,657.0,143.0,uncategorized
2024-08-20,running,4.47,1392.16,5.22,32.5,290.0,139.0,uncategorized
2024-08-21,trail_running,10.36,3512.3,5.68,170.95,668.0,144.0,uncategorized
2024-08-23,running,4.57,1441.5,5.3,52.24,283.0,134.0,uncategorized
2024-08-25,trail_running,10.51,3749.83,6.02,248.65,680.0,140.0,uncategorized
2024-08-26,trail_running,10.44,3715.87,6.0,239.06,689.0,137.0,uncategorized
2024-08-27,trail_running,10.44,3611.6,5.81,180.44,660.0,142.0,uncategorized
2024-08-28,trail_running,5.9,2039.06,5.86,100.72,400.0,134.0,uncategorized
2024-08-28,running,4.53,1504.72,5.56,37.34,281.0,135.0,uncategorized
2024-08-30,running,4.48,1499.08,5.59,36.43,264.0,123.0,uncategorized
2024-09-01,trail_running,15.46,5477.26,5.98,314.85,1008.0,141.0,uncategorized
2024-09-03,running,5.4,1705.97,5.31,55.91,361.0,138.0,uncategorized
2024-09-03,running,5.42,1913.79,5.96,58.02,370.0,125.0,uncategorized
2024-09-05,running,6.4,2116.02,5.55,69.04,418.0,132.0,uncategorized
2024-09-08,running,10.0,3207.72,5.4,15.52,695.0,142.0,uncategorized
2024-09-09,running,10.07,3413.44,5.67,17.13,670.0,132.0,uncategorized
2024-09-10,running,10.01,3052.09,5.15,31.59,669.0,143.0,uncategorized
2024-09-12,running,10.0,3036.71,5.19,22.78,673.0,143.0,uncategorized
2024-09-13,running,10.04,3092.17,5.15,22.07,676.0,139.0,uncategorized
2024-09-17,trail_running,11.45,3958.61,5.82,211.45,704.0,139.0,uncategorized
2024-09-18,trail_running,11.59,3887.22,5.64,217.19,784.0,148.0,uncategorized
2024-09-19,trail_running,11.45,3915.36,5.75,204.92,734.0,146.0,uncategorized
2024-09-21,trail_running,8.48,2859.08,5.71,154.67,504.0,134.0,uncategorized
2024-09-22,trail_running,24.36,8458.21,5.82,272.38,1508.0,140.0,uncategorized
2024-09-24,trail_running,9.66,3348.87,5.81,149.07,590.0,136.0,uncategorized
2024-09-28,trail_running,51.54,23485.71,8.52,1598.15,4223.0,140.0,race
2024-10-01,trail_running,11.36,3895.7,5.77,215.85,764.0,139.0,uncategorized
2024-10-03,trail_running,11.21,3770.21,5.63,198.09,771.0,151.0,uncategorized
2024-10-07,running,10.01,2971.58,4.99,22.97,699.0,138.0,uncategorized
2024-10-09,running,9.92,3087.81,5.2,27.29,666.0,141.0,uncategorized
2024-10-10,running,9.95,2970.54,5.0,16.45,668.0,143.0,uncategorized
2024-10-11,running,10.04,2856.49,4.77,16.0,689.0,152.0,uncategorized
2024-10-15,running,5.49,1734.15,5.29,96.92,389.0,145.0,uncategorized
2024-10-16,running,4.84,1451.69,5.03,39.8,303.0,137.0,uncategorized
2024-10-20,running,42.26,15420.02,6.13,219.52,3155.0,150.0,race
2024-10-22,running,5.65,1865.7,5.52,99.13,404.0,144.0,uncategorized
2024-10-23,running,6.44,2180.78,5.67,112.0,456.0,142.0,uncategorized
2024-10-24,running,5.02,1648.58,5.49,40.33,314.0,134.0,uncategorized
2024-10-26,trail_running,18.49,6555.52,5.98,324.6,1274.0,141.0,uncategorized
2024-10-28,trail_running,10.08,3841.24,6.38,246.76,706.0,143.0,uncategorized
2024-10-29,trail_running,10.37,3643.64,5.94,237.23,714.0,144.0,uncategorized
2024-10-30,trail_running,11.35,3844.58,5.68,198.41,765.0,145.0,uncategorized
2024-11-02,trail_running,8.6,2951.12,5.78,175.93,543.0,139.0,uncategorized
2024-11-03,running,9.34,2942.03,5.28,20.5,635.0,138.0,uncategorized
2024-11-13,running,5.62,1911.54,5.7,85.49,381.0,144.0,uncategorized
2024-11-14,trail_running,9.08,3355.43,6.21,139.01,639.0,145.0,uncategorized
2024-11-16,trail_running,16.92,5823.62,5.77,182.43,1132.0,151.0,uncategorized
2024-11-18,trail_running,21.65,7979.43,6.21,385.63,1569.0,148.0,uncategorized
2024-11-20,trail_running,17.57,6650.24,6.37,326.68,1271.0,146.0,uncategorized
2024-11-21,running,4.51,1430.8,5.33,35.98,289.0,137.0,uncategorized
2024-11-23,trail_running,18.7,6979.24,6.33,331.12,1332.0,146.0,uncategorized
2024-11-24,trail_running,10.45,3824.95,6.18,153.53,643.0,139.0,uncategorized
2024-11-26,running,4.54,1554.63,5.71,84.52,323.0,139.0,uncategorized
2024-12-01,ultra_run,83.97,43439.56,9.87,2582.02,6658.0,128.0,race
2024-12-11,running,5.52,1807.22,5.54,104.03,370.0,139.0,uncategorized
2024-12-12,running,4.61,1515.9,5.52,42.85,288.0,137.0,uncategorized
2024-12-15,running,8.92,3018.78,5.65,185.37,590.0,141.0,uncategorized
2024-12-16,running,5.52,1802.0,5.52,93.43,366.0,137.0,uncategorized
2024-12-17,running,4.83,1497.47,5.21,36.5,295.0,141.0,uncategorized
2024-12-18,running,5.31,1762.46,5.54,93.34,368.0,143.0,uncategorized
2024-12-19,running,4.83,1434.0,5.02,42.01,278.0,126.0,uncategorized
2024-12-22,running,6.82,2209.44,5.41,141.31,441.0,148.0,uncategorized
2024-12-23,running,7.65,2527.53,5.53,160.26,516.0,143.0,uncategorized
2024-12-24,trail_running,5.68,1907.0,5.67,77.35,354.0,140.0,uncategorized
2024-12-27,running,5.25,1670.64,5.35,90.35,336.0,141.0,uncategorized
2024-12-29,running,6.35,2220.67,5.88,133.54,417.0,136.0,uncategorized
2024-12-31,running,5.38,1719.03,5.36,101.57,343.0,134.0,uncategorized
2025-01-03,trail_running,6.43,2029.6,5.33,86.85,369.0,139.0,uncategorized
2025-01-05,trail_running,8.78,3009.92,5.78,104.5,586.0,144.0,uncategorized
2025-01-06,trail_running,6.4,2274.36,5.99,86.44,447.0,141.0,uncategorized
2025-01-07,running,8.05,3017.46,6.3,247.43,596.0,138.0,uncategorized
2025-01-08,running,8.01,2994.4,6.28,240.05,598.0,139.0,uncategorized
2025-01-08,running,4.97,1671.86,5.63,45.64,310.0,131.0,uncategorized
2025-01-09,running,5.89,2175.85,6.22,154.6,418.0,133.0,uncategorized
2025-01-09,running,4.19,1423.86,5.69,28.05,296.0,148.0,uncategorized
2025-01-10,running,4.08,1321.3,5.43,33.34,266.0,132.0,uncategorized
2025-01-12,running,1.35,477.0,5.88,39.47,109.0,146.0,uncategorized
2025-01-12,trail_running,24.85,10726.37,8.06,642.3,1914.0,137.0,uncategorized
2025-01-14,running,6.35,2378.0,6.37,55.99,417.0,129.0,uncategorized
2025-01-15,running,10.97,3418.95,5.28,62.58,609.0,128.0,uncategorized
2025-01-17,running,9.39,2928.72,5.25,52.79,513.0,132.0,uncategorized
2025-01-19,running,15.86,5382.01,5.67,442.33,1091.0,147.0,uncategorized
2025-01-20,running,7.91,2771.1,5.87,235.21,572.0,141.0,uncategorized
2025-01-21,running,7.91,2731.51,5.79,231.5,582.0,150.0,uncategorized
2025-01-21,running,4.96,1593.12,5.39,42.36,322.0,134.0,uncategorized
2025-01-22,running,7.83,2742.05,5.89,227.37,548.0,140.0,uncategorized
2025-01-22,running,4.97,1612.37,5.46,44.99,320.0,140.0,uncategorized
2025-01-23,running,6.4,2255.97,5.95,172.36,451.0,137.0,uncategorized
2025-01-24,running,5.4,1762.53,5.46,74.05,342.0,133.0,uncategorized
2025-01-26,running,10.13,3454.69,5.74,22.71,714.0,127.0,uncategorized
2025-01-27,running,10.12,3180.36,5.25,22.56,704.0,136.0,uncategorized
2025-01-29,running,10.11,3418.39,5.68,18.49,682.0,127.0,uncategorized
2025-01-30,running,10.15,3225.26,5.32,16.03,690.0,136.0,uncategorized
2025-01-31,running,10.12,2955.95,4.92,21.56,687.0,140.0,uncategorized
2025-02-03,running,10.35,3483.51,5.69,238.39,670.0,147.0,uncategorized
2025-02-04,running,8.01,2770.72,5.81,230.47,566.0,138.0,uncategorized
2025-02-05,running,7.98,2759.12,5.79,237.94,584.0,144.0,uncategorized
2025-02-05,running,4.83,1532.95,5.34,39.71,297.0,125.0,uncategorized
2025-02-06,running,7.97,2663.33,5.62,233.61,572.0,145.0,uncategorized
2025-02-06,running,3.9,1131.25,4.85,22.34,223.0,134.0,uncategorized
2025-02-07,running,4.11,1097.79,4.47,31.0,215.0,138.0,uncategorized
2025-02-09,running,17.82,5640.0,5.28,223.07,1175.0,142.0,uncategorized
2025-02-11,running,8.3,2899.96,5.88,245.38,602.0,142.0,uncategorized
2025-02-12,running,8.4,2839.24,5.7,249.6,597.0,140.0,uncategorized
2025-02-12,running,4.06,1137.18,4.69,27.0,237.0,134.0,uncategorized
2025-02-13,running,8.09,2671.64,5.52,248.6,590.0,147.0,uncategorized
2025-02-13,running,4.04,1238.0,5.22,35.84,268.0,145.0,uncategorized
2025-02-14,running,3.96,1206.0,5.17,32.62,244.0,131.0,uncategorized
2025-02-15,running,6.59,2106.76,5.36,116.81,391.0,128.0,uncategorized
2025-02-16,running,5.03,1934.52,6.42,10.15,395.0,124.0,race
2025-02-17,running,11.4,3356.08,4.97,24.13,783.0,140.0,uncategorized
2025-02-18,running,11.44,3372.54,4.95,28.56,765.0,142.0,uncategorized
2025-02-20,running,11.39,3196.8,4.72,22.19,754.0,148.0,uncategorized
2025-02-21,running,11.42,3353.89,4.91,28.62,782.0,140.0,uncategorized
2025-02-22,running,29.08,9453.95,5.48,297.36,1959.0,137.0,uncategorized
2025-02-25,running,9.19,2711.18,4.94,13.36,636.0,138.0,uncategorized
2025-02-25,running,5.15,1620.76,5.33,17.36,329.0,127.0,uncategorized
2025-02-26,running,11.24,3602.6,5.38,17.9,768.0,142.0,uncategorized
2025-02-28,running,8.21,2412.75,4.95,19.54,560.0,143.0,uncategorized
2025-03-02,trail_running,16.47,5544.38,5.66,297.84,1134.0,140.0,uncategorized
2025-03-03,trail_running,10.2,3311.42,5.46,168.25,636.0,135.0,uncategorized
2025-03-04,running,10.55,3387.44,5.39,204.36,743.0,134.0,uncategorized
2025-03-04,running,4.61,1395.35,5.07,40.3,310.0,147.0,uncategorized
2025-03-05,trail_running,10.94,3668.56,5.7,174.24,657.0,131.0,uncategorized
2025-03-05,running,4.81,1509.22,5.24,41.9,314.0,142.0,uncategorized
2025-03-06,trail_running,10.85,3605.48,5.62,186.71,658.0,128.0,uncategorized
2025-03-06,running,4.79,1481.84,5.24,36.91,298.0,134.0,uncategorized
2025-03-07,running,3.76,1166.0,5.25,21.26,252.0,147.0,uncategorized
2025-03-09,running,24.39,7777.45,5.34,262.47,1622.0,145.0,uncategorized
2025-03-10,running,3.75,1229.36,5.53,71.11,284.0,150.0,uncategorized
2025-03-11,running,3.75,1226.76,6.03,89.09,291.0,132.0,uncategorized
2025-03-11,running,3.93,1215.07,5.2,27.18,271.0,142.0,uncategorized
2025-03-12,running,3.93,1172.0,5.06,29.53,251.0,129.0,uncategorized
2025-03-15,ultra_run,83.57,36371.83,7.91,932.56,6366.0,125.0,race
2025-03-18,running,3.95,1248.54,5.3,71.2,283.0,139.0,uncategorized
2025-03-19,running,4.04,1215.2,5.05,25.39,265.0,141.0,uncategorized
2025-03-23,running,21.28,6658.78,5.22,307.71,1627.0,157.0,race
2025-03-25,running,3.73,1260.5,5.66,74.55,275.0,148.0,uncategorized
2025-03-25,running,7.11,2244.56,5.28,79.2,454.0,135.0,uncategorized
2025-03-26,running,6.22,2128.31,5.73,109.91,430.0,140.0,uncategorized
2025-03-26,running,3.9,1213.51,5.26,20.44,248.0,133.0,uncategorized
2025-03-27,running,8.28,2590.82,5.28,132.58,538.0,145.0,uncategorized
2025-03-27,running,4.88,1402.0,4.81,40.37,305.0,140.0,uncategorized
2025-03-28,running,3.96,1188.5,5.05,30.17,255.0,135.0,uncategorized
2025-03-31,running,10.41,3277.88,5.27,13.27,733.0,144.0,uncategorized
2025-04-03,running,7.12,1970.97,4.65,18.41,494.0,149.0,uncategorized
2025-04-06,running,42.51,13847.61,5.43,156.55,3223.0,149.0,race
2025-04-09,running,5.09,1586.41,5.25,87.81,347.0,136.0,uncategorized
2025-04-10,running,5.22,1665.14,5.33,82.98,357.0,146.0,uncategorized
2025-04-10,running,4.8,1430.94,5.02,35.97,298.0,130.0,uncategorized
2025-04-11,running,4.81,1495.34,5.24,38.5,312.0,141.0,uncategorized
2025-04-21,running,10.17,3271.93,5.41,15.25,722.0,147.0,uncategorized
2025-04-23,running,7.26,2282.32,5.27,13.03,521.0,146.0,uncategorized
2025-04-24,running,10.15,3234.21,5.35,20.36,723.0,147.0,uncategorized
2025-04-27,running,15.25,5823.08,6.41,395.45,1178.0,151.0,uncategorized
2025-04-28,running,5.82,1958.46,5.65,135.25,404.0,134.0,uncategorized
2025-04-29,running,5.58,2045.7,6.12,125.03,412.0,147.0,uncategorized
2025-04-29,running,5.25,1667.49,5.33,54.14,350.0,140.0,uncategorized
2025-04-30,running,5.58,1943.9,5.89,110.57,392.0,139.0,uncategorized
2025-04-30,running,5.54,1703.47,5.15,55.82,359.0,140.0,uncategorized
2025-05-01,running,5.82,1899.75,5.48,116.92,403.0,147.0,uncategorized
2025-05-01,running,5.49,1684.97,5.14,52.0,361.0,148.0,uncategorized
2025-05-02,running,5.25,1711.45,5.46,55.1,344.0,132.0,uncategorized
2025-05-04,running,15.01,5306.47,5.92,409.97,1085.0,145.0,uncategorized
2025-05-05,running,15.11,5264.28,5.83,412.67,1076.0,139.0,uncategorized
2025-05-06,running,6.84,2371.71,5.81,166.23,522.0,152.0,uncategorized
2025-05-07,running,7.26,2534.71,5.87,167.63,527.0,144.0,uncategorized
2025-05-07,running,5.28,1753.32,5.57,53.07,352.0,144.0,uncategorized
2025-05-08,running,7.01,2389.45,5.76,162.28,507.0,146.0,uncategorized
2025-05-08,running,5.49,1736.64,5.3,51.63,355.0,140.0,uncategorized
2025-05-09,running,3.95,1158.31,4.89,25.18,250.0,147.0,uncategorized
2025-05-10,running,24.35,8003.11,5.5,261.5,1619.0,146.0,uncategorized
2025-05-12,trail_running,11.26,3787.27,5.66,193.6,752.0,144.0,uncategorized
2025-05-13,trail_running,11.23,3787.47,5.66,196.93,756.0,145.0,uncategorized
2025-05-13,running,5.49,1738.27,5.31,55.01,358.0,144.0,uncategorized
2025-05-14,trail_running,11.17,4097.83,6.17,188.87,739.0,142.0,uncategorized
2025-05-15,trail_running,11.23,3720.85,5.57,193.61,740.0,145.0,uncategorized
2025-05-15,running,4.17,1287.36,5.21,24.14,254.0,139.0,uncategorized
2025-05-16,running,3.75,1262.38,5.69,20.09,239.0,137.0,uncategorized
2025-05-17,trail_running,24.35,8269.12,5.7,256.26,1576.0,137.0,uncategorized
2025-05-18,running,8.84,2951.48,5.62,107.23,579.0,131.0,uncategorized
2025-05-21,running,5.84,1865.95,5.44,85.5,360.0,129.0,uncategorized
2025-05-22,running,17.64,5961.57,5.68,330.33,1204.0,145.0,uncategorized
2025-05-22,running,4.08,1180.29,4.87,26.05,247.0,137.0,uncategorized
2025-05-25,running,16.29,5518.18,5.68,39.69,1081.0,140.0,uncategorized
2025-05-29,running,7.12,2284.39,5.38,15.47,487.0,141.0,uncategorized
2025-05-30,running,10.25,3208.75,5.24,19.48,725.0,147.0,uncategorized
2025-06-01,running,10.01,3550.17,5.95,237.81,733.0,145.0,uncategorized
2025-06-02,trail_running,17.84,6212.27,5.87,342.95,1198.0,146.0,uncategorized
2025-06-03,running,9.98,3551.72,5.98,263.97,701.0,136.0,uncategorized
2025-06-05,trail_running,20.35,7739.58,6.5,583.36,1411.0,136.0,uncategorized
2025-06-07,trail_running,27.91,10068.6,6.16,582.85,2095.0,150.0,race
2025-06-10,running,5.11,1725.68,5.69,62.43,369.0,136.0,uncategorized
2025-06-11,running,3.61,1206.0,5.63,19.18,233.0,127.0,uncategorized
2025-06-14,ultra_run,110.98,50557.31,8.42,1388.24,8267.0,123.0,race
2025-06-30,running,5.22,1824.85,5.91,76.22,353.0,138.0,uncategorized
2025-07-01,running,3.7,1289.0,5.89,20.48,260.0,142.0,uncategorized
2025-07-03,running,5.07,1723.25,5.76,86.69,364.0,147.0,uncategorized
2025-07-04,running,3.81,1257.58,5.53,24.64,248.0,126.0,uncategorized
2025-07-07,running,5.76,1944.57,5.69,26.44,424.0,146.0,uncategorized
2025-07-08,running,5.88,1957.0,5.63,8.41,400.0,136.0,uncategorized
2025-07-10,running,5.87,1823.01,5.23,20.11,403.0,142.0,uncategorized
2025-07-11,running,5.85,1771.91,5.13,12.48,396.0,143.0,uncategorized
2025-07-14,running,5.73,1879.33,5.55,8.33,411.0,141.0,uncategorized
2025-07-16,running,5.46,1864.43,5.77,97.18,376.0,140.0,uncategorized
2025-07-17,running,5.84,1893.72,5.45,88.75,387.0,134.0,uncategorized
2025-07-17,running,5.31,1766.26,5.61,51.44,324.0,127.0,uncategorized
2025-07-18,running,4.41,1352.53,5.18,34.73,253.0,127.0,uncategorized
2025-07-21,treadmill_running,6.01,2238.68,6.52,0,462.0,141.0,uncategorized
2025-07-22,treadmill_running,6.85,2253.41,5.49,0,447.0,138.0,uncategorized
2025-07-23,running,7.93,2665.63,5.67,113.14,516.0,140.0,uncategorized
2025-07-24,running,6.13,2037.84,5.58,96.24,396.0,139.0,uncategorized
2025-07-24,running,4.09,1287.0,5.33,26.32,272.0,144.0,uncategorized
2025-07-25,running,3.78,1092.39,4.83,21.48,245.0,138.0,uncategorized
2025-07-27,trail_running,7.37,2513.37,5.74,92.43,436.0,133.0,uncategorized
2025-07-28,treadmill_running,6.92,2272.12,5.49,0,524.0,150.0,uncategorized
